"","...1","Time","No3","O2","Q","WT","WL","PH","EL","date"
"16030",360046,2017-07-08 08:32:00,9.712352,NA,5.26,12.09458,10.19229,7.893333,901.0833,2017-07-08
"16031",360047,2017-07-08 08:42:00,9.709587,NA,5.27,12.13625,10.19479,7.895833,900.7083,2017-07-08
"16032",360048,2017-07-08 08:52:00,9.709795,NA,5.27,12.18167,10.19698,7.89875,900.0417,2017-07-08
"16033",360049,2017-07-08 09:02:00,9.707149,NA,5.26,12.22917,10.19031,7.90125,899.8333,2017-07-08
"16034",360050,2017-07-08 09:12:00,9.70779,NA,5.25,12.27917,10.18437,7.90375,899.7083,2017-07-08
"16035",360051,2017-07-08 09:22:00,9.702951,NA,5.24,12.33208,10.1775,7.90625,899.3333,2017-07-08
"16036",360052,2017-07-08 09:32:00,9.700316,NA,5.24,12.38792,10.17135,7.907917,898.875,2017-07-08
"16037",360053,2017-07-08 09:42:00,9.697889,NA,5.23,12.445,10.16302,7.91,899.2917,2017-07-08
"16038",360054,2017-07-08 09:52:00,9.696586,NA,5.23,12.50417,10.16573,7.91125,899.4583,2017-07-08
"16039",360055,2017-07-08 10:02:00,9.689784,NA,5.22,12.56583,10.15833,7.912917,898.75,2017-07-08
"16040",360056,2017-07-08 10:12:00,9.692873,NA,5.22,12.63,10.15979,7.914583,898.375,2017-07-08
"16041",360057,2017-07-08 10:22:00,9.691222,NA,5.21,12.69708,10.15146,7.915833,897.9583,2017-07-08
"16042",360058,2017-07-08 10:32:00,9.692633,NA,5.22,12.7675,10.15427,7.917083,898.2083,2017-07-08
"16043",360059,2017-07-08 10:42:00,9.684233,NA,5.21,12.84,10.14958,7.91875,898.2917,2017-07-08
"16044",360060,2017-07-08 10:52:00,9.678925,NA,5.2,12.91417,10.14396,7.92,897.9167,2017-07-08
"16045",360061,2017-07-08 11:02:00,9.677451,NA,5.2,12.99125,10.1426,7.92125,897.4167,2017-07-08
"16046",360062,2017-07-08 11:12:00,9.676014,NA,5.19,13.06667,10.135,7.9225,897.375,2017-07-08
"16047",360063,2017-07-08 11:22:00,9.682092,NA,5.18,13.14208,10.12635,7.92375,897.7083,2017-07-08
"16048",360064,2017-07-08 11:32:00,9.678196,NA,5.18,13.2175,10.12115,7.925,897.7083,2017-07-08
"16049",360065,2017-07-08 11:42:00,9.678968,NA,5.17,13.29375,10.11354,7.925833,897.8333,2017-07-08
"16050",360066,2017-07-08 11:52:00,9.674395,NA,5.15,13.36958,10.10094,7.926667,898,2017-07-08
"16051",360067,2017-07-08 12:02:00,9.675785,NA,5.14,13.44417,10.08927,7.926667,898.4167,2017-07-08
"16052",360068,2017-07-08 12:12:00,9.667119,NA,5.12,13.51708,10.07042,7.926667,898.5417,2017-07-08
"16053",360069,2017-07-08 12:22:00,9.665431,NA,5.1,13.58667,10.05854,7.926667,898.5833,2017-07-08
"16054",360070,2017-07-08 12:32:00,9.666192,NA,5.08,13.65208,10.03896,7.92625,898.2083,2017-07-08
"16055",360071,2017-07-08 12:42:00,9.671478,NA,5.07,13.71375,10.02885,7.925417,898.5,2017-07-08
"16056",360072,2017-07-08 12:52:00,9.662213,NA,5.06,13.76917,10.01989,7.924167,899.2917,2017-07-08
"16057",360073,2017-07-08 13:02:00,9.657937,NA,5.05,13.81958,10.01364,7.922917,899.2083,2017-07-08
"16058",360074,2017-07-08 13:12:00,9.652192,NA,5.05,13.865,10.00885,7.920833,899.125,2017-07-08
"16059",360075,2017-07-08 13:22:00,9.650806,NA,5.04,13.90375,10.00542,7.91875,898.875,2017-07-08
"16060",360076,2017-07-08 13:32:00,9.651203,NA,5.04,13.9375,9.998645,7.916667,899,2017-07-08
"16061",360077,2017-07-08 13:42:00,9.648385,NA,5.03,13.9675,9.996249,7.914583,898.8333,2017-07-08
"16062",360078,2017-07-08 13:52:00,9.644322,NA,5.03,13.99417,9.995102,7.912917,898.7083,2017-07-08
"16063",360079,2017-07-08 14:02:00,9.640484,NA,5.02,14.01667,9.988124,7.910833,898.75,2017-07-08
"16064",360080,2017-07-08 14:12:00,9.642614,NA,5.02,14.03333,9.98104,7.90875,898.875,2017-07-08
"16065",360081,2017-07-08 14:22:00,9.641495,NA,5.01,14.04333,9.973227,7.906667,899.0417,2017-07-08
"16066",360082,2017-07-08 14:32:00,9.638343,NA,5,14.04625,9.965831,7.904583,899.0417,2017-07-08
"16067",360083,2017-07-08 14:42:00,9.639051,NA,4.98,14.0425,9.954685,7.9025,898.5833,2017-07-08
"16068",360084,2017-07-08 14:52:00,9.645568,NA,4.97,14.03333,9.945518,7.900833,898.0833,2017-07-08
"16069",360085,2017-07-08 15:02:00,9.641568,NA,4.96,14.01792,9.936247,7.898333,898.4583,2017-07-08
"16070",360086,2017-07-08 15:12:00,9.643578,NA,4.95,13.99958,9.928017,7.896667,898.5,2017-07-08
"16071",360087,2017-07-08 15:22:00,9.640057,NA,4.94,13.97667,9.918225,7.894583,898.7083,2017-07-08
"16072",360088,2017-07-08 15:32:00,9.640667,NA,4.94,13.94833,9.912705,7.8925,898.5417,2017-07-08
"16073",360089,2017-07-08 15:42:00,9.640448,NA,4.93,13.91542,9.90385,7.890833,898.6667,2017-07-08
"16074",360090,2017-07-08 15:52:00,9.640771,NA,4.92,13.87875,9.898538,7.889167,898.625,2017-07-08
"16075",360091,2017-07-08 16:02:00,9.635276,NA,4.92,13.84,9.898121,7.888333,898.7083,2017-07-08
"16076",360092,2017-07-08 16:12:00,9.631839,NA,4.92,13.79917,9.894268,7.887083,898.7083,2017-07-08
"16077",360093,2017-07-08 16:22:00,9.62963,NA,4.91,13.75625,9.889997,7.885833,898.8333,2017-07-08
"16078",360094,2017-07-08 16:32:00,9.631776,NA,4.91,13.71125,9.885935,7.884167,898.625,2017-07-08
"16079",360095,2017-07-08 16:42:00,9.627995,NA,4.9,13.66417,9.882498,7.8825,898.5417,2017-07-08
"16080",360096,2017-07-08 16:52:00,9.628869,NA,4.9,13.61625,9.87781,7.880833,898.7083,2017-07-08
"16081",360097,2017-07-08 17:02:00,9.63351,NA,4.89,13.56792,9.868956,7.88,898.625,2017-07-08
"16082",360098,2017-07-08 17:12:00,9.63238,NA,4.88,13.52,9.865518,7.87875,898.625,2017-07-08
"16083",360099,2017-07-08 17:22:00,9.636593,NA,4.88,13.47417,9.861247,7.877917,898.6667,2017-07-08
"16084",360100,2017-07-08 17:32:00,9.636338,NA,4.87,13.42833,9.855309,7.877083,899.0833,2017-07-08
"16085",360101,2017-07-08 17:42:00,9.637291,NA,4.87,13.38083,9.852079,7.875833,899.3333,2017-07-08
"16086",360102,2017-07-08 17:52:00,9.644354,NA,4.86,13.33167,9.847391,7.875,899.9167,2017-07-08
"16087",360103,2017-07-08 18:02:00,9.651369,NA,4.86,13.28042,9.841662,7.874167,899.875,2017-07-08
"16088",360104,2017-07-08 18:12:00,9.657135,NA,4.86,13.22833,9.840829,7.87375,900.4167,2017-07-08
"16089",360105,2017-07-08 18:22:00,9.660187,NA,4.86,13.17625,9.840621,7.873333,900.3333,2017-07-08
"16090",360106,2017-07-08 18:32:00,9.658932,NA,4.86,13.12417,9.842601,7.872917,900.8333,2017-07-08
"16091",360107,2017-07-08 18:42:00,9.664697,NA,4.86,13.0725,9.843122,7.872083,901,2017-07-08
"16092",360108,2017-07-08 18:52:00,9.666385,NA,4.86,13.02042,9.842706,7.87125,901.25,2017-07-08
"16093",360109,2017-07-08 19:02:00,9.671332,NA,4.86,12.96833,9.84458,7.870417,901.75,2017-07-08
"16094",360110,2017-07-08 19:12:00,9.673967,NA,4.85,12.915,9.839892,7.87,901.8333,2017-07-08
"16095",360111,2017-07-08 19:22:00,9.671733,NA,4.86,12.86083,9.846143,7.87,901.875,2017-07-08
"16096",360112,2017-07-08 19:32:00,9.672181,NA,4.87,12.80625,9.850206,7.869583,901.8333,2017-07-08
"16097",360113,2017-07-08 19:42:00,9.674738,NA,4.87,12.75083,9.855726,7.869167,901.875,2017-07-08
"16098",360114,2017-07-08 19:52:00,9.677435,NA,4.88,12.695,9.859268,7.868333,901.4167,2017-07-08
"16099",360115,2017-07-08 20:02:00,9.681092,NA,4.88,12.63917,9.863538,7.8675,901.8333,2017-07-08
"16100",360116,2017-07-08 20:12:00,9.682967,NA,4.88,12.58292,9.866872,7.866667,901.4167,2017-07-08
"16101",360117,2017-07-08 20:22:00,9.690008,NA,4.89,12.52708,9.870205,7.865833,901.4583,2017-07-08
"16102",360118,2017-07-08 20:32:00,9.695763,NA,4.9,12.47125,9.876767,7.865417,901.0417,2017-07-08
"16103",360119,2017-07-08 20:42:00,9.695154,NA,4.91,12.41583,9.885204,7.864583,901.0417,2017-07-08
"16104",360120,2017-07-08 20:52:00,9.698258,NA,4.92,12.36083,9.895308,7.86375,900.875,2017-07-08
"16105",360121,2017-07-08 21:02:00,9.70466,NA,4.93,12.30542,9.902808,7.862917,900.7083,2017-07-08
"16106",360122,2017-07-08 21:12:00,9.707816,NA,4.93,12.25042,9.909162,7.862083,901,2017-07-08
"16107",360123,2017-07-08 21:22:00,9.715196,NA,4.93,12.19542,9.90687,7.860833,901,2017-07-08
"16108",360124,2017-07-08 21:32:00,9.720128,NA,4.94,12.14083,9.91562,7.860417,901,2017-07-08
"16109",360125,2017-07-08 21:42:00,9.718883,NA,4.94,12.0875,9.919788,7.859583,900.8333,2017-07-08
"16110",360126,2017-07-08 21:52:00,9.719128,NA,4.95,12.03458,9.927288,7.85875,901,2017-07-08
"16111",360127,2017-07-08 22:02:00,9.72057,NA,4.96,11.9825,9.931872,7.857917,900.25,2017-07-08
"16112",360128,2017-07-08 22:12:00,9.721534,NA,4.97,11.93208,9.937497,7.856667,900.5417,2017-07-08
"16113",360129,2017-07-08 22:22:00,9.719221,NA,4.97,11.88208,9.943851,7.855417,900.9583,2017-07-08
"16114",360130,2017-07-08 22:32:00,9.721039,NA,4.98,11.83458,9.946768,7.854167,901.625,2017-07-08
"16115",360131,2017-07-08 22:42:00,9.724482,NA,4.98,11.78875,9.952185,7.85375,901.625,2017-07-08
"16116",360132,2017-07-08 22:52:00,9.727321,NA,4.99,11.74542,9.955934,7.852917,901.5,2017-07-08
"16117",360133,2017-07-08 23:02:00,9.723368,NA,5,11.705,9.963851,7.852083,901.5,2017-07-08
"16118",360134,2017-07-08 23:12:00,9.728253,NA,5.01,11.66667,9.973227,7.85125,901.25,2017-07-08
"16119",360135,2017-07-08 23:22:00,9.724727,NA,5.01,11.63083,9.980518,7.850833,901.3333,2017-07-08
"16120",360136,2017-07-08 23:32:00,9.728316,NA,5.01,11.5975,9.977498,7.85,901.0833,2017-07-08
"16121",360137,2017-07-08 23:42:00,9.734409,NA,5.01,11.56625,9.977706,7.849583,900.7917,2017-07-08
"16122",360138,2017-07-08 23:52:00,9.736748,NA,5.01,11.53792,9.976144,7.849167,900.5833,2017-07-08
"16123",360139,2017-07-09 00:02:00,9.738706,NA,5.01,11.51125,9.979477,7.849167,900.8333,2017-07-09
"16124",360140,2017-07-09 00:12:00,9.736785,NA,5.01,11.48625,9.979894,7.849583,900.5,2017-07-09
"16125",360141,2017-07-09 00:22:00,9.741867,NA,5.02,11.46375,9.981873,7.849583,900.0833,2017-07-09
"16126",360142,2017-07-09 00:32:00,9.741474,NA,5.02,11.4425,9.98229,7.85,900,2017-07-09
"16127",360143,2017-07-09 00:42:00,9.746505,NA,5.02,11.42292,9.982499,7.850417,900.3333,2017-07-09
"16128",360144,2017-07-09 00:52:00,9.747369,NA,5.02,11.405,9.98302,7.85125,900.75,2017-07-09
"16129",360145,2017-07-09 01:02:00,9.749932,NA,5.01,11.38875,9.979582,7.852083,900.4167,2017-07-09
"16130",360146,2017-07-09 01:12:00,9.745697,NA,5.01,11.37417,9.98,7.852917,901,2017-07-09
"16131",360147,2017-07-09 01:22:00,9.751557,NA,5.01,11.36083,9.980313,7.852917,901.8333,2017-07-09
"16132",360148,2017-07-09 01:32:00,9.749197,NA,5.02,11.34875,9.984271,7.853333,902.25,2017-07-09
"16133",360149,2017-07-09 01:42:00,9.748187,NA,5.02,11.33792,9.984479,7.85375,902.5833,2017-07-09
"16134",360150,2017-07-09 01:52:00,9.748031,NA,5.02,11.32792,9.982396,7.854583,903.4167,2017-07-09
"16135",360151,2017-07-09 02:02:00,9.748281,NA,5.02,11.31917,9.981354,7.855,903.9583,2017-07-09
"16136",360152,2017-07-09 02:12:00,9.753494,NA,5.02,11.31167,9.983229,7.855833,904.2917,2017-07-09
"16137",360153,2017-07-09 02:22:00,9.750526,NA,5.01,11.305,9.976667,7.857083,904.625,2017-07-09
"16138",360154,2017-07-09 02:32:00,9.75669,NA,5.01,11.29917,9.977291,7.857917,904.25,2017-07-09
"16139",360155,2017-07-09 02:42:00,9.752765,NA,5.01,11.29417,9.977395,7.859167,903.9583,2017-07-09
"16140",360156,2017-07-09 02:52:00,9.758834,NA,5.02,11.28958,9.98125,7.860417,903.5,2017-07-09
"16141",360157,2017-07-09 03:02:00,9.758239,NA,5.02,11.28542,9.98875,7.86125,903.7917,2017-07-09
"16142",360158,2017-07-09 03:12:00,9.761161,NA,5.03,11.28208,9.992395,7.861667,903.7083,2017-07-09
"16143",360159,2017-07-09 03:22:00,9.755417,NA,5.05,11.27917,10.00833,7.862083,902.5,2017-07-09
"16144",360160,2017-07-09 03:32:00,9.761036,NA,5.06,11.27667,10.02208,7.860833,902.875,2017-07-09
"16145",360161,2017-07-09 03:42:00,9.762958,NA,5.08,11.27417,10.04,7.859167,902.4583,2017-07-09
"16146",360162,2017-07-09 03:52:00,9.759338,NA,5.11,11.27208,10.06354,7.85625,901.5,2017-07-09
"16147",360163,2017-07-09 04:02:00,9.768906,NA,5.13,11.27042,10.08219,7.853333,901.375,2017-07-09
"16148",360164,2017-07-09 04:12:00,9.761969,NA,5.16,11.26833,10.10396,7.85,900.7917,2017-07-09
"16149",360165,2017-07-09 04:22:00,9.757656,NA,5.19,11.26667,10.13167,7.846667,899.9583,2017-07-09
"16150",360166,2017-07-09 04:32:00,9.750328,NA,5.21,11.26542,10.15083,7.842917,899.2083,2017-07-09
"16151",360167,2017-07-09 04:42:00,9.747857,NA,5.25,11.26375,10.17833,7.83875,898.2083,2017-07-09
"16152",360168,2017-07-09 04:52:00,9.734742,NA,5.27,11.26208,10.20094,7.834583,897.2917,2017-07-09
"16153",360169,2017-07-09 05:02:00,9.725561,NA,5.3,11.26,10.22052,7.830417,896.0417,2017-07-09
"16154",360170,2017-07-09 05:12:00,9.7119,NA,5.32,11.2575,10.24177,7.82625,893.8333,2017-07-09
"16155",360171,2017-07-09 05:22:00,9.699118,NA,5.33,11.255,10.25229,7.822083,892.9583,2017-07-09
"16156",360172,2017-07-09 05:32:00,9.677785,NA,5.36,11.2525,10.27156,7.819167,889.8333,2017-07-09
"16157",360173,2017-07-09 05:42:00,9.66128,NA,5.38,11.25042,10.29052,7.815833,888.3333,2017-07-09
"16158",360174,2017-07-09 05:52:00,9.653145,NA,5.4,11.24792,10.30448,7.813333,886.4167,2017-07-09
"16159",360175,2017-07-09 06:02:00,9.625056,NA,5.42,11.24542,10.32094,7.81,883.75,2017-07-09
"16160",360176,2017-07-09 06:12:00,9.627066,NA,5.42,11.24333,10.32802,7.806667,881.8333,2017-07-09
"16161",360177,2017-07-09 06:22:00,9.617009,NA,5.44,11.24083,10.33885,7.803333,880.0417,2017-07-09
"16162",360178,2017-07-09 06:32:00,9.604681,NA,5.46,11.23833,10.35396,7.800833,878.25,2017-07-09
"16163",360179,2017-07-09 06:42:00,9.595181,NA,5.47,11.23792,10.3649,7.798333,876.8333,2017-07-09
"16164",360180,2017-07-09 06:52:00,9.58679,NA,5.49,11.23833,10.38323,7.79625,875.4583,2017-07-09
"16165",360181,2017-07-09 07:02:00,9.578785,NA,5.51,11.24083,10.40021,7.795,874.5417,2017-07-09
"16166",360182,2017-07-09 07:12:00,9.573379,NA,5.53,11.24458,10.41052,7.794167,873.8333,2017-07-09
"16167",360183,2017-07-09 07:22:00,9.571275,NA,5.54,11.24958,10.42094,7.794167,872.5,2017-07-09
"16168",360184,2017-07-09 07:32:00,9.564337,NA,5.54,11.25625,10.4224,7.794583,872.5417,2017-07-09
"16169",360185,2017-07-09 07:42:00,9.559931,NA,5.55,11.265,10.4276,7.796667,871.75,2017-07-09
"16170",360186,2017-07-09 07:52:00,9.55128,NA,5.55,11.27542,10.43292,7.79875,871.7917,2017-07-09
"16171",360187,2017-07-09 08:02:00,9.552379,NA,5.55,11.28792,10.43437,7.8025,871.9167,2017-07-09
"16172",360188,2017-07-09 08:12:00,9.539468,NA,5.56,11.30292,10.44031,7.806667,872,2017-07-09
"16173",360189,2017-07-09 08:22:00,9.536285,NA,5.55,11.31958,10.43365,7.81125,872.4583,2017-07-09
"16174",360190,2017-07-09 08:32:00,9.540587,NA,5.55,11.33792,10.42667,7.815417,873.1667,2017-07-09
"16175",360191,2017-07-09 08:42:00,9.543321,NA,5.53,11.35708,10.41365,7.820417,874,2017-07-09
"16176",360192,2017-07-09 08:52:00,9.544998,NA,5.51,11.37833,10.4001,7.825417,875.5,2017-07-09
"16177",360193,2017-07-09 09:02:00,9.550118,NA,5.5,11.4,10.38875,7.830417,875.8333,2017-07-09
"16178",360194,2017-07-09 09:12:00,9.558097,NA,5.5,11.42333,10.38583,7.835833,876.9167,2017-07-09
"16179",360195,2017-07-09 09:22:00,9.56768,NA,5.49,11.44875,10.37833,7.84125,877.9167,2017-07-09
"16180",360196,2017-07-09 09:32:00,9.58505,NA,5.48,11.47542,10.37469,7.846667,879.0833,2017-07-09
"16181",360197,2017-07-09 09:42:00,9.596904,NA,5.48,11.50375,10.37042,7.851667,880.8333,2017-07-09
"16182",360198,2017-07-09 09:52:00,9.615103,NA,5.48,11.535,10.37031,7.857083,882.0833,2017-07-09
"16183",360199,2017-07-09 10:02:00,9.626342,NA,5.48,11.5675,10.37312,7.862083,883.75,2017-07-09
"16184",360200,2017-07-09 10:12:00,9.637113,NA,5.47,11.60167,10.36906,7.867083,885.7083,2017-07-09
"16185",360201,2017-07-09 10:22:00,9.647728,NA,5.48,11.63917,10.375,7.872083,887.8333,2017-07-09
"16186",360202,2017-07-09 10:32:00,9.650556,NA,5.49,11.67833,10.37979,7.877083,888.75,2017-07-09
"16187",360203,2017-07-09 10:42:00,9.658702,NA,5.49,11.71833,10.38167,7.88125,889.6667,2017-07-09
"16188",360204,2017-07-09 10:52:00,9.666421,NA,5.49,11.75792,10.37844,7.885417,890.625,2017-07-09
"16189",360205,2017-07-09 11:02:00,9.670072,NA,5.49,11.7975,10.37781,7.889167,892.5417,2017-07-09
"16190",360206,2017-07-09 11:12:00,9.676176,NA,5.48,11.83583,10.375,7.8925,893.0833,2017-07-09
"16191",360207,2017-07-09 11:22:00,9.681613,NA,5.49,11.87333,10.37875,7.895417,893.6667,2017-07-09
"16192",360208,2017-07-09 11:32:00,9.687066,NA,5.48,11.91208,10.37448,7.897917,894.25,2017-07-09
"16193",360209,2017-07-09 11:42:00,9.691514,NA,5.47,11.95167,10.36156,7.9,894.25,2017-07-09
"16194",360210,2017-07-09 11:52:00,9.693675,NA,5.45,11.99292,10.3526,7.902083,894.5,2017-07-09
"16195",360211,2017-07-09 12:02:00,9.697238,NA,5.44,12.03667,10.34208,7.90375,894.2083,2017-07-09
"16196",360212,2017-07-09 12:12:00,9.698801,NA,5.43,12.08125,10.33563,7.905417,894.5417,2017-07-09
"16197",360213,2017-07-09 12:22:00,9.701785,NA,5.41,12.125,10.31948,7.906667,894.625,2017-07-09
"16198",360214,2017-07-09 12:32:00,9.698894,NA,5.39,12.16833,10.30323,7.907917,895.9583,2017-07-09
"16199",360215,2017-07-09 12:42:00,9.693082,NA,5.38,12.21167,10.29479,7.90875,895.5417,2017-07-09
"16200",360216,2017-07-09 12:52:00,9.694087,NA,5.37,12.255,10.28427,7.909167,895.2083,2017-07-09
"16201",360217,2017-07-09 13:02:00,9.69552,NA,5.36,12.29833,10.2726,7.909583,894.7083,2017-07-09
"16202",360218,2017-07-09 13:12:00,9.695103,NA,5.34,12.3425,10.25771,7.91,895.25,2017-07-09
"16203",360219,2017-07-09 13:22:00,9.691973,NA,5.32,12.38583,10.24448,7.910417,895.5,2017-07-09
"16204",360220,2017-07-09 13:32:00,9.685577,NA,5.31,12.42667,10.23406,7.910833,895.7917,2017-07-09
"16205",360221,2017-07-09 13:42:00,9.689093,NA,5.3,12.46583,10.22083,7.910833,896.3333,2017-07-09
"16206",360222,2017-07-09 13:52:00,9.685614,NA,5.27,12.50208,10.2024,7.910417,896.8333,2017-07-09
"16207",360223,2017-07-09 14:02:00,9.684795,NA,5.26,12.53625,10.18688,7.910417,897.0417,2017-07-09
"16208",360224,2017-07-09 14:12:00,9.681024,NA,5.24,12.56917,10.17615,7.909583,896.2917,2017-07-09
"16209",360225,2017-07-09 14:22:00,9.683655,NA,5.24,12.60083,10.1701,7.90875,895.9583,2017-07-09
"16210",360226,2017-07-09 14:32:00,9.687296,NA,5.22,12.63042,10.1575,7.907917,895.5417,2017-07-09
"16211",360227,2017-07-09 14:42:00,9.684404,NA,5.2,12.65708,10.13885,7.907083,896.4167,2017-07-09
"16212",360228,2017-07-09 14:52:00,9.68028,NA,5.18,12.68125,10.12635,7.905833,896.0417,2017-07-09
"16213",360229,2017-07-09 15:02:00,9.679436,NA,5.17,12.70333,10.11104,7.904583,896.375,2017-07-09
"16214",360230,2017-07-09 15:12:00,9.682207,NA,5.15,12.72292,10.09323,7.903333,896.25,2017-07-09
"16215",360231,2017-07-09 15:22:00,9.684598,NA,5.12,12.74083,10.07354,7.902083,896.9583,2017-07-09
"16216",360232,2017-07-09 15:32:00,9.687124,NA,5.11,12.75583,10.06094,7.900417,897.25,2017-07-09
"16217",360233,2017-07-09 15:42:00,9.682874,NA,5.1,12.76667,10.05146,7.899167,897.5417,2017-07-09
"16218",360234,2017-07-09 15:52:00,9.686077,NA,5.08,12.77292,10.03604,7.8975,897.25,2017-07-09
"16219",360235,2017-07-09 16:02:00,9.684431,NA,5.06,12.77333,10.02417,7.895417,898.0417,2017-07-09
"16220",360236,2017-07-09 16:12:00,9.685665,NA,5.06,12.76792,10.01583,7.893333,898.375,2017-07-09
"16221",360237,2017-07-09 16:22:00,9.681139,NA,5.05,12.75792,10.00708,7.890833,898.2083,2017-07-09
"16222",360238,2017-07-09 16:32:00,9.6838,NA,5.05,12.745,10.00708,7.887917,898.7083,2017-07-09
"16223",360239,2017-07-09 16:42:00,9.686681,NA,5.04,12.72917,10.00542,7.885417,898.9167,2017-07-09
"16224",360240,2017-07-09 16:52:00,9.685649,NA,5.03,12.71083,9.997186,7.882917,899.4167,2017-07-09
"16225",360241,2017-07-09 17:02:00,9.682613,NA,5.03,12.68917,9.992082,7.88,899.2083,2017-07-09
"16226",360242,2017-07-09 17:12:00,9.678874,NA,5.03,12.665,9.98979,7.8775,899.875,2017-07-09
"16227",360243,2017-07-09 17:22:00,9.678545,NA,5.02,12.6375,9.981144,7.875,899.6667,2017-07-09
"16228",360244,2017-07-09 17:32:00,9.68029,NA,5.01,12.6075,9.972915,7.872917,900.2083,2017-07-09
"16229",360245,2017-07-09 17:42:00,9.681817,NA,5,12.57458,9.971561,7.870417,900.625,2017-07-09
"16230",360246,2017-07-09 17:52:00,9.680447,NA,5.01,12.53917,9.973435,7.86875,901.5417,2017-07-09
"16231",360247,2017-07-09 18:02:00,9.680931,NA,5,12.50125,9.969477,7.867083,901.125,2017-07-09
"16232",360248,2017-07-09 18:12:00,9.68089,NA,4.99,12.46083,9.95781,7.865833,901.5417,2017-07-09
"16233",360249,2017-07-09 18:22:00,9.681718,NA,4.99,12.41833,9.957185,7.864583,901.7083,2017-07-09
"16234",360250,2017-07-09 18:32:00,9.683551,NA,4.98,12.37375,9.951039,7.86375,901,2017-07-09
"16235",360251,2017-07-09 18:42:00,9.685655,NA,4.98,12.32833,9.950414,7.8625,901.5,2017-07-09
"16236",360252,2017-07-09 18:52:00,9.68614,NA,4.98,12.28167,9.953435,7.86125,901.7083,2017-07-09
"16237",360253,2017-07-09 19:02:00,9.694233,NA,4.98,12.23375,9.953331,7.860417,902.2917,2017-07-09
"16238",360254,2017-07-09 19:12:00,9.69715,NA,4.98,12.18417,9.953227,7.85875,902.1667,2017-07-09
"16239",360255,2017-07-09 19:22:00,9.698583,NA,4.99,12.13417,9.957915,7.8575,902.375,2017-07-09
"16240",360256,2017-07-09 19:32:00,9.698828,NA,4.99,12.08417,9.958747,7.85625,902.0833,2017-07-09
"16241",360257,2017-07-09 19:42:00,9.698655,NA,4.99,12.03417,9.958226,7.855417,902,2017-07-09
"16242",360258,2017-07-09 19:52:00,9.700994,NA,4.99,11.98458,9.958539,7.854583,901.7917,2017-07-09
"16243",360259,2017-07-09 20:02:00,9.701073,NA,4.99,11.935,9.959163,7.854167,902.7917,2017-07-09
"16244",360260,2017-07-09 20:12:00,9.702968,NA,4.99,11.88583,9.96031,7.85375,903,2017-07-09
"16245",360261,2017-07-09 20:22:00,9.70628,NA,4.99,11.83667,9.95906,7.85375,903.2083,2017-07-09
"16246",360262,2017-07-09 20:32:00,9.701228,NA,4.99,11.78833,9.960414,7.85375,903.375,2017-07-09
"16247",360263,2017-07-09 20:42:00,9.70577,NA,4.99,11.74,9.959476,7.854167,902.7917,2017-07-09
"16248",360264,2017-07-09 20:52:00,9.71116,NA,4.99,11.6925,9.961768,7.855,902.7917,2017-07-09
"16249",360265,2017-07-09 21:02:00,9.706093,NA,5,11.64625,9.964684,7.855417,902.6667,2017-07-09
"16250",360266,2017-07-09 21:12:00,9.709915,NA,5,11.60042,9.968226,7.856667,903.5,2017-07-09
"16251",360267,2017-07-09 21:22:00,9.715113,NA,5.01,11.55542,9.972392,7.8575,903.5833,2017-07-09
"16252",360268,2017-07-09 21:32:00,9.718265,NA,5,11.51083,9.971768,7.858333,903.4583,2017-07-09
"16253",360269,2017-07-09 21:42:00,9.71876,NA,5,11.4675,9.970935,7.859167,903.25,2017-07-09
"16254",360270,2017-07-09 21:52:00,9.719234,NA,5.01,11.42542,9.972288,7.859583,902.875,2017-07-09
"16255",360271,2017-07-09 22:02:00,9.726135,NA,5.01,11.38542,9.973226,7.86,902.0417,2017-07-09
"16256",360272,2017-07-09 22:12:00,9.73013,NA,5.01,11.34667,9.97458,7.860417,902.0833,2017-07-09
"16257",360273,2017-07-09 22:22:00,9.72913,NA,5.01,11.30958,9.974684,7.860833,902.0833,2017-07-09
"16258",360274,2017-07-09 22:32:00,9.737348,NA,5.01,11.27333,9.97906,7.86125,902.0833,2017-07-09
"16259",360275,2017-07-09 22:42:00,9.737556,NA,5.02,11.23875,9.984893,7.861667,902,2017-07-09
"16260",360276,2017-07-09 22:52:00,9.742265,NA,5.02,11.205,9.982393,7.862083,902,2017-07-09
"16261",360277,2017-07-09 23:02:00,9.749806,NA,5.02,11.1725,9.984476,7.862917,901.9583,2017-07-09
"16262",360278,2017-07-09 23:12:00,9.746483,NA,5.02,11.14167,9.98708,7.863333,901.5,2017-07-09
"16263",360279,2017-07-09 23:22:00,9.746467,NA,5.03,11.11167,9.991143,7.864167,901.9583,2017-07-09
"16264",360280,2017-07-09 23:32:00,9.747248,NA,5.03,11.08375,9.997914,7.865,902.0833,2017-07-09
"16265",360281,2017-07-09 23:42:00,9.754186,NA,5.04,11.05708,9.998643,7.865833,902.125,2017-07-09
"16266",360282,2017-07-09 23:52:00,9.75166,NA,5.04,11.03125,9.99906,7.866667,903.0833,2017-07-09
"16267",360283,2017-07-10 00:02:00,9.755864,NA,5.04,11.00708,10.00219,7.867083,903.625,2017-07-10
"16268",360284,2017-07-10 00:12:00,9.758686,NA,5.04,10.985,10.00291,7.8675,903.375,2017-07-10
